"ID","Ref_Short","Ref_Long","Type"
"1510","Schirmer 1996","Schirmer, Uwe, &#60;q&#62;Der ober- und westdeutsche Schlachtviehbezug vom Buttstädter Markt im 16. Jahrhundert.&#60;/q&#62; in: &#60;cite&#62; Jahrbuch für fränkische Landesforschung&#60;/cite&#62; 56, 1996, 259 - 282","secondary"
"1512",,"Møller, Stig Bergmann &#38; Bente Springborg: &#60;q&#62;Middelalderens og&#13;&#10;renæssancens Hobro – samt lidt om nyere tid&#60;/q&#62;, &#60;cite&#62;Fra Himmerland og Kjær Herred 2008&#60;/cite&#62;, pp. 105-131.","secondary"
"1514","Fütterer 2017","Fütterer, Pierre, &#60;q&#62;Die Nutzung der Saale und anderer Gewässer Thüringens im Mittelalter&#60;/q&#62;. in: &#60;cite&#62;Zeitschrift des Vereins für Thüringische Geschichte&#60;/cite&#62; 71 (2017), 7 - 28.","secondary"
"1516","Lepsius 1854","Lepsius, Karl Peter, &#60;cite&#62;Kleine Schriften: Beiträge zur thüringisch-sächsischen Geschichte und deutschen Kunst und Alterthumskunde.&#60;/cite&#62; Zweiter Band (Magdeburg 1854).","secondary"
"1518","Matysiak 1992","Matysiak, Renate, &#60;cite&#62;Bülstedt – Steinfeld. Aus der Geschichte zweier Dörfer&#60;/cite&#62; (Bremen, 1992)","secondary"
"1520","Brandt 1987","Brandt, Rainer, &#60;cite&#62;Oerel 937 - 1987: die Geschichte der Dörfer Oerel, Barchel und Glinde mit vielen alten Fotografien&#60;/cite&#62; (Bremervörde, 1987)","secondary"
"1522","Blanken 1981","Blanken, Martin, &#60;cite&#62;Kuhstedt. Ein Bauerndorf und seine Familien im Wandel der Zeiten&#60;/cite&#62; (Gnarrenburg, 1981)","secondary"
"1524","Schich 1987","Schich, Winfried, &#60;q&#62;Das mittelalterliche Berlin (1237 - 1411).&#60;/q&#62; in: Geschichte Berlins. Erster Band: Von der Frühgeschichte bis zur Industrialisierung.&#60;/cite&#62; ed. by Wolfgang Ribbe (München 1987), 139 - 248.","secondary"
"1526","Zientz 1991","Zientz, Horst, &#60;cite&#62;Schwanewede: ein Dorf im Herzogtum Bremen auf der Geest&#60;/cite&#62; (Löhnhorst, 1991)","secondary"
"1528","Jäger 2002","Jäger, Wilko, &#60;cite&#62;Durch Geest und Marsch zur Weser: die Gemeinde Schwanewede und ihre Ortschaften&#60;/cite&#62; (Osterholz-Scharmbeck, 2002)","secondary"
"1530","Bartels et al. 2017","Bartels, Friedhelm; Deppe, Birgit; Grützner, Renate; Köthe, Wolfgang; Kuhl, Wilfried, &#60;cite&#62;Land Wursten und Nordholz: gestern und heute&#60;/cite&#62; (Bremen, 2017)","secondary"
"1532","Röper 1981","Röper, Gerhard, &#60;cite&#62;750 Jahre Schneverdingen&#60;/cite&#62; (Schneverdingen, 1981)","secondary"
"1534","Cox 2010","Cox, Joost, &#60;cite&#62;West-Friesland toen en nu: achter de stadspoort&#60;/cite&#62; (Zwolle, 2010), online edition at &#60;a href=&#34;https://www.westfriesgenootschap.nl/archivering/west-friesland_toen_en_nu/wf_ten_09_01_02.php&#34;&#62;https://www.westfriesgenootschap.nl/archivering/west-friesland_toen_en_nu/wf_ten_09_01_02.php&#60;/a&#62; ","secondary"
"1536","Hartmann 1986","Hartmann, J.L.H., &#60;cite&#62;De reconstructie van een Middeleeuws landschap. Nederzettingsgeschiedenis en instellingen van de heerlijkheden Eijsden en Breust bij Maastricht (10e-19e eeuw)&#60;/cite&#62;, Maaslandse Monografieën 44 (Assen/Maastricht, 1986).","secondary"
"1538","Van Hall 2011","Van Hall, Hans, &#60;cite&#62;Eijsden, een vrijheid met Luikse stadsrechten. Een rechtshistorische schets van de ontwikkeling van een Minderstadt tussen Maas en Rijn (ca. 1300-ca. 1550)&#60;/cite&#62;, Maaslandse Monografieën 74 (Hilversum, 2011).","secondary"
"1540","Van Groningen 1989","Groningen, Catharina L. van, &#60;cite&#62;De Vijfheerenlanden met Asperen, Heukelum en Spijk&#60;/cite&#62; (Den Haag, 1989).","secondary"
"1542","Günther et al. 1993","Günther, Gitta; Wolfram Huschke and Walter Steiner (eds.), &#60;cite&#62;Weimar. Lexikon zur Stadtgeschichte&#60;/cite&#62; (Weimar 1993).","secondary"
"1544","Sander; Kasten; Stracke 2007","Sander, Antje; Kasten, Bernd; Stracke, Daniel, &#60;cite&#62;Deutscher historischer Städteatlas Nr. 2: Schwerin&#60;/cite&#62; (Münster, 2007)","secondary"
"1546","Pelc 2013","Pelc, Ortwin, &#60;q&#62;Trave und Warnow in der Siedlungsgeschichte des südlichen Ostseeküstenraums (8.-18. Jahrhundert)&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 17-54","secondary"
"1548","Matthes 2013","Matthes, Olaf, &#60;q&#62;Die Bille. Grenzfluss und Wirtschaftsweg&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 245-260","secondary"
"1550","Karge 2013","Karge, Wolf, &#60;q&#62;Die Sude. Eine Wasserverbindung zwischen Lüneburg und Wismar, Mecklenburg-Vorpommern und Niedersachsen&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 55-66","secondary"
"1552","Begemann 1992","Begemann, Ulrike, &#60;cite&#62;Wietzendorf einst und jetzt. Geschichte eines Heidedorfes&#60;/cite&#62; (Wietzendorf, 1992)","secondary"
"1554","Schlenker; Laubner 2002","Schlenker, Gerlinde and Jürgen Laubner, &#60;cite&#62;Die Unstrut. Porträt einer Kulturlandschaft&#60;/cite&#62; (Halle (Saale) 2002).","secondary"
"1556","Jensen; Wulf 1991","Jensen, Jürgen; Wulf, Peter (eds.), &#60;cite&#62;Geschichte der Stadt Kiel&#60;/cite&#62; (Neumünster, 1991)","secondary"
"1558","Sommer and Otte 1879","Sommer, Gustav and Heinrich Otte (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 2: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Langensalza&#60;/cite&#62;, (Halle a.d. Saale 1879).","secondary"
"1560","Schulz 1963","Schulz, Heinrich, &#60;cite&#62;Chronik von Sahrendorf im Kreise Harburg. Geschichte der unter der Grundherrschaft des Michaelisklosters in Lüneburg stehenden Höfe&#60;/cite&#62; (Hamburg-Harburg, 1963)","secondary"
"1562","UB Verden 1","Mindermann, Arend (ed.), &#60;cite&#62;Urkundenbuch der Bischöfe und des Domkapitels von Verden (Verdener Urkundenbuch, 1. Abteilung), Band 1: Von den Anfängen bis 1300&#60;/cite&#62; (Stade, 2001)","edition"
"1564","Hagen 1978","Hagen, Günther, &#60;cite&#62;Geschichte der Stadt Winsen an der Luhe&#60;/cite&#62; (Winsen (Luhe), 1978)","secondary"
"1566","Kassel Lexikon A-K","Stadt Kassel (ed.), &#60;cite&#62;Kassel Lexikon, Band 1 A-K&#60;/cite&#62; (Kassel, 2009)","secondary"
"1568","Kassel Lexikon L-Z","Stadt Kassel (ed.), &#60;cite&#62;Kassel Lexikon, Band 2 L-Z&#60;/cite&#62; (Kassel, 2009)","secondary"
"1570","Kaack 1987","Kaack, Hans-Georg, &#60;cite&#62;Ratzeburg. Geschichte einer Inselstadt&#60;/cite&#62; (Neumünster, 1987)","secondary"
"1572","Scharenberg 2007","Scharenberg, Klaus, &#60;cite&#62;Döhle. Geschichte eines Heidedorfs und des Umlands&#60;/cite&#62; (Winsen (Lühe), 2007)","secondary"
"1574","UB Verden 2","Mindermann, Arend (ed.), &#60;cite&#62;Urkundenbuch der Bischöfe und des Domkapitels von Verden (Verdener Urkundenbuch, 1. Abteilung), Band 2: 1300-1380&#60;/cite&#62; (Stade, 2004)","edition"
"1576","Jarnut 1999","Jarnut, Jörg (ed.), &#60;cite&#62;Paderborn. Geschichte der Stadt in ihrer Region, Band 1: Das Mittelalter. Bischofsherrschaft und Stadtgemeinde&#60;/cite&#62; (Paderborn, 1999)","secondary"
"1578","Prühs 1993","Prühs, Ernst-Günther, &#60;cite&#62;Geschichte der Stadt Eutin&#60;/cite&#62; (Eutin, 1993)","secondary"
"1580","Jakobi 1993","Jakobi, Franz-Josef (ed.), &#60;cite&#62;Geschichte der Stadt Münster, Band 1&#60;/cite&#62; (Münster, 1993)","secondary"
"1582","Huck 1984","Huck, Jürgen, &#60;cite&#62;Neuss, der Fernhandel und die Hanse, Teil 1: Neuss bis zum Ende der Hansezeit&#60;/cite&#62; (Neuss, 1984)","secondary"
"1584","Hellwege; Holst 1989","Hellwege, Bernard; Holst, Friedrich, &#60;cite&#62;Hügelgräber, Dörfer und Höfe. Die Geschichte der Dörfer Heinbockel und Hagenah&#60;/cite&#62; (Heinbockel, 1989)","secondary"
"1586","Looz-Corswarem 1985","Looz-Corswarem, Clemens von, &#60;q&#62;Handel und Gewerbe im Mittelalter und in der frühen Neuzeit&#60;/q&#62;, in &#60;cite&#62;Lippstadt. Beiträge zur Stadtgeschichte&#60;/cite&#62;, Quellen und Forschungen zur Geschichte der Stadt Lippstadt 2, ed. by Wilfried Ehbrecht (Lippstadt, 1985), 209-260","secondary"
"1588","Ehbrecht 1985","Ehbrecht, Wilfried, &#60;q&#62;Stadtentwicklung bis 1324&#60;/q&#62;, in &#60;cite&#62;Lippstadt. Beiträge zur Stadtgeschichte&#60;/cite&#62;, Quellen und Forschungen zur Geschichte der Stadt Lippstadt 2, ed. by Wilfried Ehbrecht (Lippstadt, 1985), 19-88","secondary"
"1590","Zeyß 1873","Zeyß, Heinrich, &#60;cite&#62;Geschichte des Marktfleckens Herbsleben.&#60;/cite&#62; (Gotha 1873).","secondary"
"1592","Cappon and Van Engen 2002","Cappon, C.M.; Van Engen, H., &#60;q&#62;&#39;... Bider kore vanden dorpe...&#39;. Het stadsrecht van Brouwershaven (1403)&#60;/q&#62;, in &#60;cite&#62;Pro Memorie. Bijdragen tot de rechtsgeschiedenis der Nederlanden&#60;/cite&#62; 4 (2002), 230-255.","secondary"
"1594","Bütow 2013","Bütow, Sascha, &#60;q&#62;&#34;unterwegs&#34;. Flussnutzung und Schifffahrt zwischen Schwarzer Elster und Oder.&#60;/q&#62; in: &#60;cite&#62;Die Nieder- und Oberlausitz. Konturen einer Integrationslandschaft,&#60;/cite&#62; ed. by Heinz-Dieter Heimann, Klaus Neitmann and Uwe Tresp (Berlin 2013), 314 - 326.","secondary"
"1596","NLA OS, Dep 62 b Nr. 1650","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 1650: Zoll des Gerichts Haren 1631/1810","archive"
"1598","NLA OS, Dep 62 b Nr. 434","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 434: Zoll und Jahrmarkt zu Meppen, Zoll zu Fullen","archive"
"1600","NLA OS, Dep 62 b Nr. 418","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 418: Zoll und Wegegeld überhaupt 1576-1801","archive"
"1602","NLA OS, Dep 62 b Nr. 420","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 420: Zoll zu Rhede und Aschendorf 1564-1801","archive"
"1604","NLA OS, Dep 62 b Nr. 423","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 423: Ober- und Unterzoll des Gerichtes Haren","archive"
"1606","Kolck 1963","Kolck, Franz, &#60;cite&#62;Rheine im Wandel der Zeiten. Franz Kolck erzählt...&#60;/cite&#62;, ed. by Heinrich Büld (Rheine, 1963)","secondary"
"1608","NLA AU, Rep. 101 Nr. 0468","Niedersächsisches Landesarchiv Aurich, Rep. 101. Nr. 0468: Neue Zölle in Detern, Stickhausen und Aurich (1602-1656)","archive"
"1610","NLA AU, Rep. 4 B 1 f Nr. 1260 a","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 1 f, Nr. 1260 a: Ostfriesische Beschwerde über den in Rheda erhobenen münsterschen Zoll auf englische Tücher","archive"
"1612","NLA AU, Rep. 4 B 2 v Nr. 7","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 7: Niederländischer Zoll auf der Ems bei Leerort","archive"
"1614","NLA AU, Rep. 4 B 2 v Nr. 2","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 2: Zoll im Amte Friedeburg (1602-1665)","archive"
"1616","NLA AU, Rep. 4 B 2 v Nr. 9","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 9: Zoll zu Norden","archive"
"1618","NLA AU, Rep. 4 B 6 a Nr. 64","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 6 a, Nr. 64: Verzeichnis der von Bernhard Münster auf Befehl des Grafen Edzard II. in Norden getätigten Ein- und Ausgaben 1596-1599","archive"
"1620","Schreiber 2017","Schreiber, Gretje, &#60;cite&#62;Der Norder Hafen. Geschichte, Schifffahrt und Handel&#60;/cite&#62; (Aurich, 2017)","secondary"
"1622","Cillekens; Dijkman 2006","Cillekens, Caspar; Wim Dijkman, &#60;cite&#62;20 eeuwen Maastricht&#60;/cite&#62; (Nijmegen, 2006).","secondary"
"1624","Baake 1983","Baake, Martin, &#60;cite&#62;Aus der Vergangenheit und Gegenwart des Dorfes Neuenkirchen. Eine Dorf- und Familien-Chronik der Gemeinde Neuenkirchen&#60;/cite&#62; (Neuenkirchen, 1983)","secondary"
"1626","Wittkopf 1891","Wittkopf, W., &#60;cite&#62;Geschichte von Kuhstedt und Gnarrenburg 1428-1890&#60;/cite&#62; (Zeven, 1891)","secondary"
"1628","Timm; Weitemeier 1988","Timm, Jürgen; Weitemeier, Uwe, &#60;cite&#62;Das ehemalige Klostergut Varrel. Ein geschichtlicher Überblick&#60;/cite&#62; (Stuhr, 1988)","secondary"
"1630","StAB, 2-Ss.4.a.","Staatsarchiv Bremen, 2-Ss.4.a. Zölle - Allgemeines; Zollfreiheit der Bremer 1358-1810","archive"
"1632","StAB, 2-Z.7.c.","Staatsarchiv Bremen, 2-Z.7.c. Einnahmeregister der Ämter Hagen, Ottersberg und Langwedel","archive"
"1634","StAB, 2-Ss.4.c.H.8","Staatsarchiv Bremen, 2-Ss.4.c.H.8: Zoll zu Hoya und Altenbruchhausen 1570-1630, 1709","archive"
"1636","StAB, 2-Ss.4.c.O.1.a. ","Staatsarchiv Bremen,  2-Ss.4.c.O.1.a.: Zölle in Oldenburg 1423-1835","archive"
"1638","Müsegades 1974","Müsegades, Kurt, &#60;cite&#62;Hasbergen. Ein Jahrtausend Gemeindegeschichte&#60;/cite&#62; (Hasbergen, 1974)","secondary"
"1640","StAB, 2-W.3.a.3.c.","Staatsarchiv Bremen, 2-W.3.a.3.c. Zoll- und Acciseabgaben im Herzogtum Braunschweig","archive"
"1642","StA Emden, I 268","Stadtarchiv Emden, I 268: Konflikt zwischen der Stadt Emden und der Landesherrschaft in Zollfragen","archive"
"1644","Landau 1958a","Landau, Georg, &#60;q&#62;Straßen von Mainz und Frankfurt nach Leipzig. (Zeitschrift für deutsche Kulturgeschichte 1 (1856) 575 - 591, 639 - 665)&#60;/q&#62; in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland.&#60;/cite&#62; (Kassel und Basel 1958), 35 - 77.","secondary"
"1646","Rutte; Vannieuwenhuyze 2018","Rutte, Reinout; Vannieuwenhuyze, Bram, &#60;cite&#62; Stedenatlas Jacob van Deventer. 226 Stadsplattegronden uit 1545-1575 - Schakels tussen verleden en heden &#60;/cite&#62; (Bussum/Tielt, 2018).","secondary"
"1648","Dann 2013","Dann, Thomas M., &#60;cite&#62;Schloss Varenholz&#60;/cite&#62;, Lippische Kulturlandschaften 24 (Detmold, 2013)","secondary"
"1650","Reimer 1926","Reimer, Heinrich (ed.), &#60;cite&#62;Historisches Ortslexikon für Kurhessen&#60;/cite&#62; (Marburg, 1926)","secondary"
"1652","Schachtschneider 2015","Schachtschneider, Matthias, &#60;cite&#62;Kreyenbrück und Bümmersted gestern und heute&#60;/cite&#62; (Oldenburg, 2015)","secondary"
"1654","Schmitz 2004","Schmitz, Christoph, &#60;cite&#62;Die Ruhrbrücken. Von der Quelle bis zur Mündung zwischen einst und jetzt&#60;/cite&#62; (Münster, 2004)","secondary"
"1656","Landau 1958b","Landau, Georg, &#60;q&#62;Die Straßen aus den Niederlanden und vom Niederrhein durch Westfalen nach Leipzig und Nürnberg. Korrespondenzblatt des Gesamtvereins 10 (1862) 47 - 56)&#60;/q&#62; in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland.&#60;/cite&#62; (Kassel und Basel 1958), 78 - 88.","secondary"
"1658","Brandt 2006","Brandt, Friedrich-Wilhelm, &#60;cite&#62;Fährmann hol über - zur Geschichte der Fähren der Mittelweser&#60;/cite&#62; (Holzminden, 2006)","secondary"
"1660","Kötzschke 1906","Kötzschke, Rudolf (ed.), &#60;cite&#62;Rheinische Urbare. Sammlung von Urbaren und anderen Quellen zur rheinischen Wirtschaftsgeschichte, zweiter Band: Die Urbare der Abtei Werden a.d. Ruhr. A. Die Urbare vom 9.-13. Jahrhundert&#60;/cite&#62; (Bonn, 1906)","edition"
"1662","Groten et al. 2006","Groten, Manfred; Johanek, Peter; Reininghaus, Wilfried; Wensky, Margret (eds.), &#60;cite&#62;Handbuch der historischen Stätten Nordrhein-Westfalen&#60;/cite&#62; (Stuttgart, 2006: 3rd renewed edition)","secondary"
"1664","Landau 1958c","Landau, Georg, &#60;q&#62;Die Straßen zwischen den Hansestädten und Nürnberg. (Korrespondenzblatt des Gesamtvereins 10 (1862) 54 - 58)&#60;/q&#62; in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland.&#60;/cite&#62; (Kassel und Basel 1958), 88 - 99.","secondary"
"1666","Landesarchiv NRW Detmold, L 92 A","Landesarchiv NRW Abteilung Ostwestfalen-Lippe, Detmold, L 92 A / Lippische Rentkammer - Allgemeine Kammersachen","archive"
"1668","Ramm 1978","Ramm, Heinz, &#60;q&#62;Die Friedeburg - Entstehung und Baugeschichte&#60;/q&#62;, in &#60;cite&#62;Res Frisicae. Beiträge zur ostfriesischen Verfassungs-, Sozial- und Kulturgeschichte&#60;/cite&#62;, ed. by Kollegium der ostfriesischen Landschaft (Aurich; Leer, 1978), 28-72","secondary"
"1670","Pätzold 2009","Pätzold, Stefan, &#60;q&#62;&#34;Die eigentliche Zeit, da der Ort eine Stadt geworden&#34;. Bochums Stadtwerdung im Spätmittelalter&#60;/q&#62;, in &#60;cite&#62;Bochum, der Hellwegraum und die Grafschaft Mark im Mittelalter&#60;/cite&#62;, ed. by Stefan Pätzold (Bielefeld, 2009), 43-72","secondary"
"1672","Schilp 2009","Schilp, Thomas, &#60;q&#62;Essen - Bochum - Dortmund. Mittelalterliche Städte am Hellweg im Vergleich&#60;/q&#62;, in &#60;cite&#62;Bochum, der Hellwegraum und die Grafschaft Mark im Mittelalter&#60;/cite&#62;, ed. by Stefan Pätzold (Bielefeld, 2009), 73-96","secondary"
"1674","Schütte 1990","Schütte, Leopold, &#60;q&#62;Schöppingen&#60;/q&#62;, in &#60;cite&#62;Westfälischer Städteatlas, Lieferung III Nr. 8&#60;/cite&#62;, ed. by Heinz Stoob (Altenbeken, 1990)","secondary"
"1676","Coenen 2006","Coenen, Fedor, &#60;q&#62;Het keerpunt&#60;/q&#62;, in &#60;cite&#62;Montfort / een kasteel en zijn landschap&#60;/cite&#62;, ed. by Stichting Kasteel Montfort, Stichting het Limburgs Landschap (Nuth, 2006), 92-113","secondary"
"1678","Herben; Van der Mierden 1995","Herben, M.H.A.J.; L. van der Mierden, &#60;q&#62;Het dorp en de heerlijkheid Niervaart in de late middeleeuwen&#60;/q&#62;, in &#60;cite&#62;Jaarboek De Oranjeboom&#60;/cite&#62; 48 (1995) 33-49","secondary"
"1680","Herben 2007","Herben, Matti H.J., &#60;q&#62;Het kerkhof van het oude Niervaart&#60;/q&#62;, &#60;cite&#62;Jaarboek De Oranjeboom&#60;/cite&#62; 60 (2007), 284-288","secondary"
"1682","Horsten 2005","Horsten, Frits H., &#60;cite&#62;Doorgaande wegen in Nederland, 16e tot 19e eeuw. Een historische wegenatlas&#60;/cite&#62; (Amsterdam, 2005).","secondary"
"1684",,"Sr. Sanson, La seigneurie de Groningue subdivisée en toutes ses iuridictions, 1692, Groningen, Groninger Archieven, 817 Verzameling kaarten, prenten en tekeningen (RAG), 1500-1999, nr. 1973, https://hdl.handle.net/21.12105/EBA213DD5BEA408F98E5D5B8FF2C182E.","archive"
"1686","Vogel 1909","Vogel, Walther, &#60;q&#62;Die Binnenfahrt durch Holland und Stift Utrecht vom 12. bis 14. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Hansische Geschichtsblätter&#60;/cite&#62; 36 (1909), 13-36","secondary"
"1688","De Roo 2015","Roo, E. de, &#60;q&#62;Van sluis tot stad - Op weg naar zee&#60;/q&#62;, &#60;cite&#62;Stichting Heemkundige Kring Sas van Gent&#60;/cite&#62;, edition 16 June 2015, http://www.heemkundigekringsasvangent.nl/verhalen/van-sluis-tot-stad (consulted 22 October 2020).","secondary"
"1690","Van Hecke 2015","Hecke, J. van, &#60;q&#62;De geschiedenis van Sas van Gent - De ontwikkeling van de sluizen en nederzetting&#60;/q&#62;, &#60;cite&#62;Stichting Heemkundige Kring Sas van Gent&#60;/cite&#62;, edition 16 June 2015, http://www.heemkundigekringsasvangent.nl/verhalen/de-geschiedenis-van-sas-van-gent (consulted 22 October 2020)","secondary"
"1692","Buisman 1996","Buisman, J., &#60;cite&#62;Duizend jaar weer, wind en water in de Lage Landen. Deel 2, 1300-1450&#60;/cite&#62; (Franeker, 1996).","secondary"
"1694","Coehoorn 2013","Stichting Menno van Coehoorn (ed.), &#60;cite&#62;Atlas van historische verdedigingswerken in Nederland: Groningen, Friesland, Drenthe&#60;/cite&#62; (Utrecht, 2013)","secondary"
"1696","Arnold 1966","Arnold, Dieter, &#60;cite&#62;Die wirtschaftliche und soziale Entwicklung der Stadt Rinteln im 17. und 18. Jahrhundert&#60;/cite&#62; (Rinteln, 1966)","secondary"
"1698","NLA BU, L1","Niedersächsisches Landesarchiv Bückeburg, L1 Schaumburger Samtarchiv","archive"
"1700","Klein 2018","Klein, Hartmut, &#60;cite&#62;Gronau mit Epe&#60;/cite&#62;, Historischer Atlas westfälischer Städte Band 10, ed. by Thomas Tippach (Münster, 2018)","secondary"
"1702","Birnbaum 1989","Birnbaum, Stefan, &#60;q&#62;Im Namen der Bürger: Stadtrat und Behörden&#60;/q&#62;, in &#60;cite&#62;1200 Jahre Herford. Spuren der Geschichte&#60;/cite&#62;, ed. by Theodor Helmert-Corvey; Thomas Schuler (Herford, 1989), 245-268","secondary"
"1704","Pracht-Jörns 2017","Pracht-Jörns, Elfi, &#60;cite&#62;Siegburg&#60;/cite&#62;, Rheinischer Städteatlas Lieferung XXI Nr. 102 (Köln, 2017)","secondary"
"1706","Pfeiffer 2000","Pfeiffer, Friedrich, &#60;cite&#62;Transitzölle 1000-1500&#60;/cite&#62;, Geschichtlicher Atlas der Rheinlande, 7. Lieferung, Nr. 10 (Köln, 2000)","secondary"
"1708","Vogelsang 1989","Vogelsang, Richard, &#60;cite&#62;Geschichte der Stadt Bielefeld&#60;/cite&#62; (Bielefeld, 1989: 2nd ed.)","secondary"
"1710","Huismann 2007","Huismann, Frank, &#60;q&#62;Von der Salzsiedlung zur Stadt. Salzuflen im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Bad Salzuflen. Epochen der Stadtgeschichte&#60;/cite&#62;, ed. by Franz Meyer (Bielefeld, 2007), 41-114","secondary"
"1712","Kieckbusch 2004","Kieckbusch, Klaus, &#60;cite&#62;Von Ackerleuten, Hexen und Söldnern - Bürgerleben in Holzminden vor und nach Beginn des Dreißigjährigen Krieges&#60;/cite&#62; (Holzminden, 2004)","secondary"
"1714","Rijksdienst voor Cultureel Erfgoed","Rijksdienst voor Cultureel Erfgoed, &#60;cite&#62;Landschap in Nederland - Kaart van de verstedelijking, 1575&#60;/cite&#62;, &#60;a href=&#34;https://landschapinnederland.nl/verstedelijkingskaart&#34;&#62;https://landschapinnederland.nl/verstedelijkingskaart&#60;/a&#62; (version 4.7.2.; consulted 30 October 2020).","secondary"
"1716","Samtgemeinde Emlichheim","Website der Samtgemeinde Emlichheim: Gemeinde Ringe (&#60;a href=&#34;https://www.emlichheim.de/rathaus-politik/politik/mitgliedsgemeinden/ringe/&#34;&#62;https://www.emlichheim.de/rathaus-politik/politik/mitgliedsgemeinden/ringe/&#60;/a&#62;)","secondary"
"1718","Rothe 1992","Rothe, Jörg Michael, &#60;q&#62;Zoll bezahlen wie seit tausend Jahren. Einige allgemeine Überlegungen zur Geschichte des Zolls anhand von Beobachtungen zum Landzollwesen im frühneuzeitlichen Weserraum&#60;/q&#62;, in &#60;cite&#62;Der Weserraum zwischen 1500 und 1650: Gesellschaft, Wirtschaft und Kultur in der Frühen Neuzeit&#60;/cite&#62;, Materialien zur Kunst- und Kulturgeschichte in Nord- und Westdeutschland 4 (Marburg 1992), 175-202","secondary"
"1720","Van den Noort 2009","Noort, Jan van den, &#60;cite&#62;Langs de rand van het zand. Waterstaatsgeschiedenis in de Brabantse Delta&#60;/cite&#62; (Breda, 2009)","secondary"
"1722","Meineke 2018","Meineke, Birgit, &#60;cite&#62;Die Ortsnamen des Kreises Paderborn&#60;/cite&#62;, Westfälisches Ortsnamenbuch 11 (Bielefeld, 2018)","secondary"
"1724","Flöer 2018","Flöer, Michael, &#60;cite&#62;Die Ortsnamen des märkischen Kreises&#60;/cite&#62;, Westfälisches Ortsnamenbuch 12 (Bielefeld, 2018)","secondary"
"1726","Pouls; Willems; Crompvoets 2009","Pouls, Jos; Willems, Henk; Crompvoets, Herman (ed.), &#60;cite&#62;Meijel, bijzonder dorp in de Peel&#60;/cite&#62; (Meijel, 2009)","secondary"
"1728","Koot 2013","Koot, J.M., &#60;cite&#62;Over de Hoornbrug van Rijswijk. Een archeologisch bureauonderzoek&#60;/cite&#62;, Rijswijkse Archeologische rapporten 44 (juni 2013), online at: &#60;a href=&#34;https://archisarchief.cultureelerfgoed.nl/Archis2/Archeorapporten/32/AR30146/Rapport%2044%20Hoornbrug.pdf&#34;&#62;https://archisarchief.cultureelerfgoed.nl/Archis2/Archeorapporten/32/AR30146/Rapport%2044%20Hoornbrug.pdf&#60;/a&#62;","secondary"
"1730","Baas et al. 2001","Baas, H.G.; Burm, P.P.D.; Ligtendag, W.A.; Vreugdenhil, V. (eds.), &#60;cite&#62;Ontgonnen Verleden. Inzoomen op de historisch-geografische ontwikkeling van het Nederlandse landschap&#60;/cite&#62; (2001)","secondary"
"1732","Mitteldeutscher Heimatatlas","Schlüter, Otto (ed.), &#60;cite&#62;Mitteldeutscher Heimatatlas, hrsg. Von der landesgeschichtlichen Forschungsstelle für die Provinz Sachsen und für Anhalt&#60;/cite&#62; (Magdeburg 1935-1942).","secondary"
"1734","Göschel 1842","Göschel, Carl Friedrich (ed.), &#60;cite&#62;Chronik der Stadt Langensalza in Thüringen.&#60;/cite&#62; Band 3 (Langensalza 1842).","secondary"
"1736","Cruse 1833","Cruse, Karl Wilhelm, &#60;cite&#62;Curland unter den Herzögen&#60;/cite&#62; (Mitau, 1833)","secondary"
