"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"4861","","Mellendorf","Milinghethorp; Milingedorp; Mellinghedorpe; Melinghedorpe; Melinghdorpe; Mellingdorpe; Mellingedorpe; Melgendorf; Melligendorpe; Mellingdorp; Melliendorff; Melendorp; Mellingdorppe; Mellingendorpe; Mellingdorff","52.544511","9.726824","2872070","y","y","1187","","Year of first mention was 1187.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4862","","Mielęcin","Mellentin","53.075239","14.900307","3091949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4863","","Mellerup","","55.105256","9.161928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4864","","Mellet","","50.505029","4.476121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4865","","Mellin","","52.651735","10.988657","2872058","y","y","1360","","First mention in 1360; in 1375 it already is deserted, but the village is mentioned again in 1521.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4866","","Mellingen","","50.943788","11.393161","2872057","y","y","1137","","First mention in 1137.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4867","","Melsbroek","Melbruc; Meltbruch; Meldbruc","50.912032","4.480093","2791368","","y","1123","","Earliest mention in circa 1123.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4868","12236","","","51.131733","9.546805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1601","","","y","1597","","One of seven locks in the Fulda river between Kassel and Hersfeld, which were built by landgrave Moritz of Hesse-Kassel in a campaign to make the Fulda navigable. Regulations from 1613 specify the lock fee at 2 Alben. At each lock, it was checked whether the toll for the cargo had been paid in Kassel."
"4869","","Melverode","Meinoluesrode; Meinolueroht; Melveroth; Meinnolveroth; Meynelvyngerod; Melverode; Melmerode","52.227237","10.519329","2872020","y","y","1007","","First mentioned around 1007.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4870","","Melzingen","Meltzinge; Meletsinge; Meltsinche; Meltinghe; Meltsinche; Meltzinghen; Melcinge","53.005674","10.446311","2872015","y","y","1253","","First mentioned in 1253.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4871","","Klaipėda","Memel","55.708979","21.135143","598098","","","","","","","","","","","","","","y","1522","","","Memel began to oblige merchants from Königsberg to staple their wares in the city from 1522. Princely mandate in 1580 forbade any exports by see; repeated in 1619 and 1622. ","","","","","","","","","","","","","","","","","","","",""
"4874","","Mengebostel","Menborstolde; Engeborstell","52.920602","9.776365","2871971","y","y","1337","","First mentioned in 1337.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4875","","Mengeringhausen","Mencherinchusen; Meyngerinchosen; Mengernchusen; Mengerigkaussen; Mengernkusen","51.36565","8.988907","2871962","","y","1234","","The settlement is first mentioned in 1234 as a 'villa', in 1239 and 1299 as an 'oppidum'. A castle was built around 1300, but it was not mentioned until 1388.","y","1301","","In 1301 the old town received town privileges, the new town in 1392. In 1500 a new privilege was granted again for both of them and in 1587 it was confirmed.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4876","","Mezhuyevo","Menseeva; Menseva; Межуево","56.271833","31.203184","527229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4877","","Dźwierzuty","Mensguth","53.704893","20.96038","772644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4878","","Menz","","53.103192","13.051125","","","y","1200","","In the 13th century a castle and a village were founded as a border protection.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4879","","Menzelen","Menzelen-Ost","51.615028","6.534039","2871874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4880","","Meppel","Meppele; Mappele; Mepplo; Meppelen; Meppell; Meppelo","52.697755","6.190474","2750947","","y","1141","","First mentioned in 1141 (in a early fifteenth-century copy, possibly a falsification). Meppel was granted city rank at 15 March 1809 by Louis Napoléon Bonaparte, king of Holland.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4881","","Meppen","Meppea; Meppe; Meppia; Meppiun; Meppa","52.690982","7.291888","2871845","y","y","834","","Missionary centre for the Emsland, in possession of the monastery Corvey in 834. It was, however, probably founded before 793. The settlement acquired toll and mint privileges in 945, and market rights in 946.","y","1360","","Fortification privileges granted by the bishop of Münster in 1360, extended in 1374. In 1387 the settlement acquired the right to have a court as well.","","","","","","","","","","y","1300","","From the early 14th century, fairs are mentioned in Meppen, for which Osnabrück merchants received safe conduct. The only consistent fair was that of St Michael, which according to a list of 1440 drew visitors mainly from Frisian territory. In 1497, the main fair is mentioned to be held at St Simon and Jude, and two additional cattle markets are added. After their importance had declined, the latter were re-founded in 1578.","","","","","","","","","","","","","","","",""
"4882","","Merchtem","Martinas; Martines; Mercten; Marechtinis; Merchtinis; Merchten; Merchtene","50.959105","4.233087","2791323","","y","1040","","Earliest mention in circa 1040, in a copy dating from middle of the eleventh century. Next mention in 1117.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4883","","Merkinė","Merecz","54.162738","24.185422","597070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4884","","Merheim","","50.981279","6.947905","","","","","","","","","","","y","1389","","In 1389, the Archbishop of Cologne levied a fee for safe conduct on land and a land toll. Depending on the load, 2 to 3 alb. fee for safe conduct per horse had to be paid. In 1389/93, the annual yield averaged about 250 mark a year. In 1454 up to 8 alb. per horse had to be paid as land toll. Together with the toll in Lövenich, about 200 guilders could thus be collected. In 1455 Merheim was a secondary toll station of Königsdorf.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4885","","Märjamaa","Merjama","58.905282","24.428651","590322","","y","1200","","The parish of Merjama probably already existed at the end of the 13th century. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4886","","Merkendorf","Merckendorp; Merekendorpe","54.117467","10.847688","2871799","","y","1312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4887","","Merkenich","","51.026095","6.958132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4888","","Meriküla","Merreküll","59.237174","26.343543","8618981","","y","1527","","Around 1527 a hamlet ('Hof') was built near the village of Koerawerre, which was referred to as 'Merreküll' in 1533. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4889","","Mersch","","50.96093","6.379129","2871753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4890","","Merschwitz","","51.263763","13.405369","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1480","","According to wagoners, the Elbe was crossed here via ferry.","","","","","","","",""
"4891","","Merseburg","Mesburg; Mespurga; Mersiburc; Mersiburg","51.354851","11.999072","2871736","y","y","900","","First mention of the settlement in the Hersfelder Zehntverzeichnis (HZV A 212, HZV B 243). In the 10th cenutry, Merseburg becomes royal court and in 968 episcopal seat.","y","981","","The royal privilige of market, coin and toll had to be granted before 981 and was confirmed in 1004. First mention of a council and burghers in 1289. Several privileges and registers are destroyed in a town fire in 1444, the ""jurisdiction and freedom"" of the town are restored in the same year. A more independent town constitution is achieved only after 1435, since the town was very dependent on the bishops.","y","1500","","The safe conduct in Merseburg also had special regulations during the time of the fairs in Leipzig; during this time, every passerby had to pay a fee until the fair ended, after that, the regular fees only had to be paid once if one returned in the course of four days.","","","","","","y","","1323","A fair took place until 1323, when a fire destroyed several booths on the market and foreign traders stayed away. It was not re-established, due to the growing influence of the fairs in Leipzig.","","","","","","","","","","","","","","","",""
"4892","","Merz","Mertz","52.197486","14.342816","2871705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4893","","Merksem","Marcsam; Marcsem; Marshem; Merxeem; Mercsem; Merxem","51.241309","4.439331","2791301","","y","1189","","Earliest mention in circa 1189.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4894","","Merxhausen","Merkeshusen; Markeshusen; Mergßhußen; Marxhusen","51.823482","9.638863","2871708","y","y","1268","","First mentioned in 1268.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4895","","Merxleben","","51.123448","10.672943","2871706","y","y","780","","Mention in the record book of Fulda monastery.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4896","","Merzdorf","","51.402065","13.534184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
